Name,Unit,Expression,Value,Comment,Favorite
cnc_m3_csink_4mm,mm,1.70,0.17,Countersink depth for a flush M3 flat-head screw in a 4 mm plate. ISO M3 flat head height = 1.70 mm.,True
cnc_m3_csink_5mm,mm,1.70,0.17,Same countersink depth for 5 mm plate — flat head fully recessed with 3.30 mm of uncut material remaining.,True
cnc_pocket_depth_tol,mm,0.05,0.005000000000000001,Typical pocket depth tolerance achievable from most CNC services — ±0.05 mm. Tighter than this requires premium machining.,True
cnc_5mm_press_fit_pin,mm,4.994,0.4994,5 mm H7 press-fit dowel hole in 6061 — nominal 5.000 mm −0.006 mm = 4.994 mm lower bound. Requires reaming.,True
cnc_thermal_expansion,,0.080,0.08,6061-T6 linear thermal expansion coefficient — ~23.6 µm/m/°C ≈ 0.08 µm/mm/°C. Relevant for chamber-heated assemblies where aluminum and plastic expand at different rates.,True
cnc_em_6mm_dia,mm,6.00,0.6,6mm single-flute roughing endmill diameter. Primary roughing tool for Carvera Air aluminum work.,True
cnc_em_6mm_corner_r,mm,0.20,0.02,Corner radius on 6mm endmill — not truly sharp. Design internal corners with at least this radius.,True
cnc_em_3175_dia,mm,3.175,0.3175,1/8 inch single-flute finishing endmill diameter. Primary finishing tool.,True
cnc_em_3175_corner_r,mm,0.10,0.01,Corner radius on 1/8 inch endmill.,True
cnc_em_2mm_dia,mm,2.00,0.2,2mm ball endmill diameter. For filament half-bores and small radii.,True
cnc_min_internal_r,mm,1.60,0.16,Minimum internal corner radius for finish-machined pockets. Equals finishing endmill radius (3.175/2).,True
cnc_min_internal_r_rough,mm,3.10,0.31,Minimum internal corner radius for roughing-only pockets. Equals roughing endmill radius (6.0/2) + clearance.,True
cnc_max_doc,mm,3.00,0.3,Maximum axial depth of cut per pass in aluminum on Carvera Air 200W spindle.,True
cnc_max_stepover_pct,,50,50.0,Maximum radial stepover as percentage of tool diameter for roughing in aluminum.,True
cnc_stock_to_leave,mm,0.20,0.02,Radial stock-to-leave for finish passes. Removed by finishing endmill in a separate pass.,True
cnc_stock_to_leave_z,mm,0.10,0.01,Axial (floor) stock-to-leave for finish passes.,True
cnc_max_pocket_depth_ratio,,4,4.0,Maximum pocket depth as multiple of tool diameter. Beyond this deflection and chip evacuation degrade.,True
cnc_vise_grip_min,mm,5.00,0.5,Minimum material height below vise jaw tops for secure clamping. Less risks part pulling out.,True
cnc_tab_height,mm,1.50,0.15,Holding tab height (floor-referenced) for full-depth cutout contours. REAL-CUT 2026-06-22: 0.8mm snapped on a ~9.5mm Al cutout and the freed part wrecked the cut edge (scrapped). ~0.3mm is breakthrough below the part so real holding material is ~1.2mm. Saw/file off; do not hand-snap.,True
cnc_tab_width,mm,5.00,0.5,Holding tab width along the contour. >=5mm for full-depth Al cutouts (3mm tore out 2026-06-22). Sturdy enough to saw rather than hand-snap.,True
cnc_tab_count_min,,4,4.0,Minimum holding tabs per full-depth cutout contour. Place at well-supported edge midpoints; more tabs beat fewer.,True
cnc_blank_oversize,mm,4.00,0.4,Blank oversize per side beyond finished part envelope. Provides clamping and datum material.,True
cnc_datum_face_depth,mm,0.30,0.03,Facing depth to establish datum surface on raw stock. Removes mill marks and creates a flat reference.,True
cnc_work_area_x,mm,200,20.0,Carvera Air maximum X travel.,True
cnc_work_area_y,mm,150,15.0,Carvera Air maximum Y travel.,True
cnc_reprobe_tol,mm,0.02,0.002,Expected accuracy of Z re-probe after part flip. Budget this into through-feature meet-in-middle tolerances.,True
cnc_slip_fit,mm,0.025,0.0025,CNC slip fit clearance per side (H7/h6 class). Part slides freely with no perceptible play.,True
cnc_press_fit,mm,-0.012,-0.0012,CNC press fit interference per side (H7/p6 class). Requires arbor press. For dowel pins and bearing seats.,True
cnc_transition_fit,mm,0.005,0.0005,CNC transition fit (H7/k6 class). May or may not need light force to assemble.,True
cnc_surface_ra_rough,,3.2,3.2,Surface roughness Ra in micrometers achievable after roughing passes on Carvera Air.,True
cnc_surface_ra_finish,,1.6,1.6,Surface roughness Ra in micrometers after finishing passes.,True
cnc_surface_ra_face,,0.8,0.8,Surface roughness Ra in micrometers after face milling.,True
cnc_edge_break,mm,0.30,0.03,Standard edge break chamfer for deburring. Apply to all sharp external edges after machining.,True
cnc_thread_relief_dia,mm,0.50,0.05,Thread relief undercut — add this to tap drill diameter for the relief groove.,True
cnc_thread_relief_depth,mm,1.50,0.15,Thread relief undercut depth below last thread. 1.5-2x thread pitch.,True
alu_6061_service_max,,170,170.0,6061-T6 maximum continuous service temperature in degrees C before age-hardening degrades.,True
alu_6061_density,,2.70,2.7,6061-T6 density in g/cm3. For weight estimation.,True
cnc_m8_tap_drill,mm,6.8,0.68,M8x1.25 tap drill diameter in aluminum (75% thread). Source: ISO 261,True
cnc_m10_tap_drill,mm,8.5,0.85,M10x1.5 tap drill diameter in aluminum.,True
cnc_m12_tap_drill,mm,10.2,1.02,M12x1.75 tap drill diameter in aluminum.,True
bearing_608_id,mm,8.0,0.8,"608 bearing bore (skate bearing; filament rollers, idlers).",True
bearing_608_od,mm,22.0,2.2,608 bearing OD.,True
bearing_608_width,mm,7.0,0.7,608 bearing width.,True
bearing_625_id,mm,5.0,0.5,625 bearing bore (common idler).,True
bearing_625_od,mm,16.0,1.6,625 bearing OD.,True
bearing_625_width,mm,5.0,0.5,625 bearing width.,True
bearing_623_id,mm,3.0,0.3,623 bearing bore (small idler; F623 flanged variant common).,True
bearing_623_od,mm,10.0,1,623 bearing OD.,True
bearing_623_width,mm,4.0,0.4,623 bearing width.,True
bearing_688_id,mm,8.0,0.8,688 bearing bore (compact idler).,True
bearing_688_od,mm,16.0,1.6,688 bearing OD.,True
bearing_688_width,mm,5.0,0.5,688 bearing width.,True
bearing_6802_id,mm,15.0,1.5,6802 thin-section bearing bore.,True
bearing_6802_od,mm,24.0,2.4,6802 bearing OD.,True
bearing_6802_width,mm,5.0,0.5,6802 bearing width.,True
bearing_mr105_id,mm,5.0,0.5,MR105 mini bearing bore.,True
bearing_mr105_od,mm,10.0,1,MR105 bearing OD.,True
bearing_mr105_width,mm,4.0,0.4,MR105 bearing width.,True
vslot_2020_slot_width,mm,6.0,0.6,20-series T-slot/V-slot opening; M5 bolt / 6 mm T-nut. V-slot opening ~6.2 mm. Source: wellste,True
vslot_3030_extrusion_width,mm,30.0,3,3030 extrusion nominal width.,True
vslot_3030_slot_width,mm,8.0,0.8,3030 slot width (often 8.2); M6 bolt. Some 3030 are 6 mm slot - verify.,True
vslot_4040_extrusion_width,mm,40.0,4,4040 extrusion nominal width.,True
vslot_4040_slot_width,mm,8.0,0.8,4040 slot width; M8 bolt. Some makers do 10 mm slot - verify.,True
gear_pressure_angle,deg,20,0.3490658503988659,"Involute pressure angle for FDM/industry gears. 20 deg = stronger teeth, tolerant of center-distance error; 14.5 deg is legacy. Source: AGMA/ISO.",True
gear_module_fine,mm,1.0,0.1,Fine gear module (small toys/mechanisms). Pitch dia = module x teeth. Two-gear center distance (the 'spacing') = module x (z1+z2)/2. Source: meta-matic/EngineerDog.,True
gear_module_standard,mm,1.5,0.15,"General-purpose FDM gear module (robots, DIY, fidget gear stacks).",True
gear_module_coarse,mm,2.0,0.2,Coarse module for higher-torque / robust FDM gears.,True
gear_backlash,mm,0.30,0.03,Total backlash between two meshing FDM gears printed SEPARATELY (~0.15 mm/gear). Apply as tooth thinning or +center distance; tune to printer. Source: FDM gear guides.,True
gear_pip_clearance,mm,0.15,0.015,"Per-surface clearance for PRINT-IN-PLACE gears (planetary fidgets) at 0.2 mm layer / 0.4 mm nozzle. ~0.1-0.2: tighter binds, looser rattles. Source: Printables PIP-fidget makers.",True
gear_addendum_factor,,1.0,1,Addendum (tooth height above pitch circle) = this x module. ISO standard 1.0. Dimensionless.,True
gear_dedendum_factor,,1.25,1.25,Dedendum (depth below pitch circle) = this x module; includes root clearance. Dimensionless.,True
gear_tip_clearance_factor,,0.25,0.25,Tip-to-root clearance = this x module. Whole tooth depth = (addendum+dedendum) = 2.25 x module. Dimensionless.,True
gear_min_teeth,,12,12,"Min teeth to avoid undercut on FDM 20 deg gears (theoretical 17; 12-14 OK printed, profile-shift below ~17). Dimensionless count.",True
bearing_r188_id,mm,6.35,0.635,R188 bearing bore (1/4 in). Compact fidget-spinner bearing vs the larger 608.,True
bearing_r188_od,mm,12.7,1.27,R188 bearing OD (1/2 in). Source: Boca Bearings fidget guide.,True
bearing_r188_width,mm,4.76,0.476,R188 bearing width (3/16 in). Verify - some R188 ship 1/8 in (3.18 mm) wide.,True
